round,role,group_id,rank,cost,unit,source_jsonl
1,TTS,random440_expressivespeech_116,5,671,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_065,6,394,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_131,7,117,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_320,0,145,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_330,1,867,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_104,2,181,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_032,3,278,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_098,4,487,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_305,5,303,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_106,6,119,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_324,7,339,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_100,0,289,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_004,1,1522,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_066,2,230,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_240,3,407,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_166,4,78,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_034,5,91,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_151,6,578,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_328,7,227,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_306,0,60,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_274,1,691,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_023,2,204,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_226,3,125,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_018,4,323,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_247,5,794,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_196,6,301,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_042,7,349,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_033,0,95,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_061,1,779,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_020,2,408,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_021,3,37,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_153,4,232,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_241,5,113,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_058,6,104,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_218,7,146,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_337,0,200,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_288,1,198,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_068,2,69,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_325,3,216,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_089,4,289,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_036,5,197,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_048,6,69,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_064,7,41,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_327,0,542,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_017,1,149,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_deear_075,2,177,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
1,TTS,random440_expressivespeech_269,3,180,codec_frames,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_001/collections/round_001_caption_tts_rollout.output.jsonl
2,Captioner,random440_expressivespeech_287,0,644,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_245,1,854,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_304,2,573,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_178,3,721,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_090,4,630,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_017,5,711,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_326,6,686,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_283,7,710,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_004,0,564,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_192,1,593,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_093,2,860,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_079,3,699,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_122,4,668,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_183,5,817,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_086,6,692,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_044,7,464,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_158,0,767,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_271,1,616,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_225,2,426,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_176,3,924,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_070,4,814,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_043,5,1095,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_154,6,910,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_249,7,849,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_072,0,472,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_050,1,604,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_046,2,692,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_011,3,772,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_167,4,447,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_227,5,681,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_175,6,588,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_160,7,587,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_202,0,613,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_314,1,625,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_238,2,468,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_179,3,645,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_054,4,668,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_037,5,654,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_220,6,730,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_228,7,785,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_272,0,616,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_285,1,685,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_013,2,626,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_290,3,677,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_256,4,679,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_083,5,1056,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_126,6,588,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_087,7,665,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_109,0,718,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_135,1,628,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_032,2,640,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_197,3,591,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_181,4,859,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_003,5,568,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_049,6,601,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_007,7,734,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_235,0,483,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_157,1,564,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_063,2,673,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_089,3,507,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_113,4,607,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_020,5,541,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_028,6,616,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_084,7,838,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_093,0,595,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_222,1,1046,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_015,2,571,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_083,3,404,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_096,4,684,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_219,5,534,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_deear_082,6,557,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_208,7,672,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_035,0,728,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_147,1,570,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_266,2,530,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_188,3,732,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
2,Captioner,random440_expressivespeech_045,4,712,sampled_tokens,/data/L202500147/Caption/DualISL_Train_RewardV3/runs/midasheng_7b_reward_v3_10rounds_20260905_run01/round_002/collections/round_002_audio_caption_rollout.output.jsonl
