trajectory,round,task,metric,value,status,error,source
midasheng_v1,r3,style,rouge_l,0.3889691913232007,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,style,meteor,0.14822091748907434,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,style,spider,0.1717695422630995,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,style,fense,0.7047597999150054,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,style,bertscore,0.7000175714492798,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [84] at entry 3",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,bleu_4,1.1355741867526698e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,rouge_l,0.13757477804812052,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,meteor,0.06467187611546112,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,spider,0.06565963362696545,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,fense,0.807736579462801,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,bertscore,0.5948640704154968,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,bleu_4,1.256329376750835e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,rouge_l,0.2732324205276648,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,meteor,0.09715159088764706,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,spider,0.0561539360465508,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,fense,0.8766727247004561,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,bertscore,0.6910956501960754,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r3,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 6",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r3
midasheng_v1,r4,speaker,bleu_4,2.55673435836177e-07,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,rouge_l,0.2785316131491115,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,meteor,0.14306442792858964,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,spider,0.13369452229808101,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,fense,0.7704732050266582,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,bertscore,0.6779419183731079,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,bleu_4,2.595673575947486e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,rouge_l,0.39113005081935703,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,meteor,0.15002132020343034,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,spider,0.17503984013600152,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,fense,0.7084704785442154,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,bertscore,0.7010170221328735,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [132] at entry 7",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,bleu_4,1.1821636188611617e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,rouge_l,0.1458898791419092,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,meteor,0.06640516778209271,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,spider,0.07002556890137557,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,fense,0.8116781229951827,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,bertscore,0.5994612574577332,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,bleu_4,1.17057333274471e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,rouge_l,0.27564125221875724,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,meteor,0.0977111478593999,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,spider,0.056955484810263954,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,fense,0.8795124806475306,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,bertscore,0.6921553611755371,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r4,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 6",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r4
midasheng_v1,r5,speaker,bleu_4,2.525426230959008e-07,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,rouge_l,0.28013354381708866,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,meteor,0.14420945717624822,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,spider,0.13415169077706135,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,fense,0.7718458897496456,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,bertscore,0.6775617003440857,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,bleu_4,2.561716580711178e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,rouge_l,0.3933299241432138,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,meteor,0.15141713494638412,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,spider,0.17688063837167484,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,fense,0.7105821772954081,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,bertscore,0.7000530362129211,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [132] at entry 7",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,bleu_4,1.1838427747514724e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,rouge_l,0.1470399407057015,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,meteor,0.06714022332850808,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,spider,0.07118857146548516,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,fense,0.8143155646453935,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,bertscore,0.5985844135284424,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,bleu_4,1.279545708511611e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,rouge_l,0.27913986930912577,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,meteor,0.09910881831943466,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,spider,0.05777992019548704,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,fense,0.8788635275010435,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,bertscore,0.6922181248664856,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r5,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 6",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r5
midasheng_v1,r6,speaker,bleu_4,2.5160616825804894e-07,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,rouge_l,0.28268463710625075,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,meteor,0.14428341611981862,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,spider,0.13694389587856343,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,fense,0.7889875523595381,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,bertscore,0.6775718927383423,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,bleu_4,2.56744696087607e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,rouge_l,0.39563163235851584,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,meteor,0.15221204440998168,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,spider,0.18034494143099863,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,fense,0.7168848100198001,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,bertscore,0.7000329494476318,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [85] at entry 1",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,bleu_4,1.2076917987476406e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,rouge_l,0.15255014710118545,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,meteor,0.06819596937802602,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,spider,0.07436573151060333,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,fense,0.8146158907993153,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,bertscore,0.6024509072303772,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,bleu_4,1.1760235964767551e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,rouge_l,0.2772147407370819,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,meteor,0.09885133207634073,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,spider,0.05749596891532837,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,fense,0.8786074432423229,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,bertscore,0.6914022564888,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r6,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 6",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r6
midasheng_v1,r7,speaker,bleu_4,6.531365295650418e-15,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,rouge_l,0.2944875225287912,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,meteor,0.14610175831201253,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,spider,0.14284272943023352,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,fense,0.7879560854349685,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,bertscore,0.6794759631156921,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [85] at entry 4",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,bleu_4,2.685233840856538e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,rouge_l,0.39338552219329703,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,meteor,0.15323819489418475,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,spider,0.18347134518929648,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,fense,0.728574630465144,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,bertscore,0.6989727020263672,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [84] at entry 3",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,bleu_4,1.2144270082381953e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,rouge_l,0.15946225119783308,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,meteor,0.07011433826893376,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,spider,0.07775294172744057,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,fense,0.817182414358054,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,bertscore,0.6042763590812683,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,bleu_4,1.1825688832998276e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,rouge_l,0.28329318073013116,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,meteor,0.1004560225067994,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,spider,0.05882928618389008,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,fense,0.8816723951841031,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,bertscore,0.6919629573822021,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r7,overall,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [83] at entry 6",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r7
midasheng_v1,r8,speaker,bleu_4,6.513448963949895e-15,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,rouge_l,0.2970537102478667,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,meteor,0.14647422557141598,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,spider,0.14556615835272985,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,fense,0.7864147813842975,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,bertscore,0.6796370148658752,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,speaker,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 2",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,bleu_4,2.5977837551346083e-06,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,rouge_l,0.3942945838838415,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,meteor,0.15370198116683223,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,spider,0.18363922533721352,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,fense,0.7188456237594224,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,bertscore,0.6989955902099609,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,style,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [82] at entry 1",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,bleu_4,1.2447409517287234e-14,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,rouge_l,0.15830797328959914,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,meteor,0.07007375497781702,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,spider,0.07755250772316657,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,fense,0.8203029227170257,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,bertscore,0.6043621301651001,ok,,/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
midasheng_v1,r8,emotion,clapscore,,unavailable,"stack expects each tensor to be equal size, but got [77] at entry 0 and [79] at entry 5",/data/L202500147/Caption/benchmark/later_caption_eval_runs_20260902_run01/emotiontalk/full/midasheng_v1_r8
